age,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
*,Private,84610,Secondary,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
*,Private,249935,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K
*,Private,171080,Basic,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
*,Self-emp-not-inc,134671,Secondary,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,100579,Higher,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
*,Private,100219,Secondary,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,<=50K
*,Private,189346,Secondary,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
*,Private,66356,Secondary,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
*,Private,102828,Secondary,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
*,Private,165517,Secondary,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,319842,Secondary,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
*,Self-emp-not-inc,175964,Secondary,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
*,Private,186624,Secondary,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Cuba,<=50K
*,Private,220460,Secondary,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
*,Private,314165,*,Never-married,Sales,Own-child,White,*,0,0,40,*,<=50K
*,Private,29762,Secondary,Divorced,Transport-moving,Not-in-family,White,Male,0,0,68,United-States,<=50K
*,Self-emp-not-inc,117674,Secondary,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Unknown,<=50K
*,Private,266860,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
*,Private,201680,Secondary,Never-married,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,<=50K
*,Local-gov,212005,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
*,Private,572751,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,Mexico,>50K
*,Private,137018,Secondary,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
*,Self-emp-inc,197553,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
*,Private,100681,Secondary,Never-married,Adm-clerical,Not-in-family,White,Male,2463,0,40,United-States,<=50K
*,Private,124591,Secondary,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
*,Private,141858,Basic,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,109004,Secondary,Separated,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
*,Self-emp-not-inc,168195,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,45,United-States,>50K
*,Private,34747,Secondary,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
*,Private,181139,Secondary,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Local-gov,286967,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
*,Private,185099,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
*,Self-emp-inc,362795,Higher,Divorced,Prof-specialty,Unmarried,White,Male,99999,0,80,Mexico,>50K
*,Self-emp-not-inc,253899,Higher,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,123157,Secondary,Never-married,Other-service,Not-in-family,Black,Male,0,0,38,United-States,<=50K
*,Private,117789,Higher,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
*,Self-emp-not-inc,33121,Secondary,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K
*,Private,145649,Secondary,Separated,Sales,Unmarried,Black,Female,0,0,25,United-States,<=50K
*,Local-gov,221740,Higher,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,>50K
*,Private,182689,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,288437,Secondary,Married-civ-spouse,Transport-moving,Husband,Other,Male,4064,0,40,United-States,<=50K
*,Private,345705,Higher,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,>50K
*,Federal-gov,203488,Higher,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Local-gov,420917,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
*,Private,256356,*,Never-married,Priv-house-serv,Other-relative,White,*,0,0,40,*,<=50K
*,Private,84119,Secondary,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
*,Private,181200,Basic,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
*,State-gov,155657,Secondary,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,25,United-States,<=50K
*,Local-gov,190709,Higher,Never-married,Protective-serv,Not-in-family,White,Male,0,0,52,United-States,<=50K
*,Unknown,100881,Higher,Married-civ-spouse,Unknown,Wife,White,Female,0,0,2,United-States,>50K
*,Local-gov,159908,Higher,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1258,38,United-States,<=50K
*,Private,239322,Secondary,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,330715,Secondary,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,322691,Higher,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
*,Federal-gov,45891,Secondary,Divorced,Adm-clerical,Unmarried,White,Male,0,0,42,United-States,<=50K
*,Private,124959,Secondary,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
*,Private,88926,Secondary,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,<=50K
*,Private,65368,Basic,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
*,Private,164488,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Unknown,<=50K
*,Private,210844,Higher,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,>50K
*,Local-gov,200471,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40,United-States,>50K
*,Private,203263,Secondary,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
*,Self-emp-not-inc,192413,Higher,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
*,Private,231232,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,194733,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
*,Private,176514,Higher,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
*,Local-gov,182388,Secondary,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K
*,Private,499001,Secondary,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,<=50K
*,Private,141003,Higher,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
*,Unknown,213771,Secondary,Widowed,Unknown,Unmarried,White,Female,0,0,36,United-States,<=50K
*,State-gov,146908,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Unknown,<=50K
*,Private,285295,Secondary,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Unknown,<=50K
*,Local-gov,114508,Basic,Separated,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
*,Private,372636,Secondary,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K
*,Federal-gov,67083,*,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,*,1471,0,40,*,<=50K
*,Private,146674,Basic,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
*,Private,615367,Higher,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
*,Self-emp-not-inc,187830,*,Separated,Craft-repair,Not-in-family,White,*,0,0,40,*,<=50K
*,Private,41745,Secondary,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
*,Private,136081,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
*,Private,249315,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
*,Private,416103,Secondary,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
*,Self-emp-not-inc,123170,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,<=50K
*,Private,137815,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
*,Private,106679,Higher,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,>50K
*,Private,74182,Secondary,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,204935,Higher,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,56,United-States,<=50K
*,Private,97429,*,Divorced,Exec-managerial,Unmarried,White,*,0,0,40,*,<=50K
*,Private,117295,Basic,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
*,Private,166517,Secondary,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
*,Unknown,220640,Higher,Divorced,Unknown,Other-relative,Other,Female,0,0,20,United-States,<=50K
*,Self-emp-not-inc,328518,Higher,Never-married,Prof-specialty,Other-relative,White,Male,0,0,30,United-States,<=50K
*,Private,423222,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,60,United-States,>50K
*,Private,101626,Basic,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K
*,Private,384150,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
*,Self-emp-not-inc,140117,Secondary,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
*,Private,427862,Secondary,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
*,Private,146117,Secondary,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States,<=50K
*,Private,181597,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
*,Self-emp-not-inc,206889,Secondary,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
*,Private,358124,Secondary,Never-married,Other-service,Other-relative,Black,Female,0,0,40,United-States,<=50K
*,Private,149775,Higher,Never-married,Prof-specialty,Other-relative,White,Female,0,0,8,United-States,<=50K
*,Private,165138,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
*,Private,256362,Secondary,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
*,Private,153484,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
*,Private,121424,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
*,Private,112763,Higher,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
*,Private,160728,Secondary,Divorced,Machine-op-inspct,Unmarried,White,Male,2977,0,40,United-States,<=50K
*,Never-worked,206359,Basic,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
*,Private,202397,Higher,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
*,Private,190257,Secondary,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,53,United-States,>50K
*,Private,185437,Higher,Divorced,Craft-repair,Not-in-family,White,Female,0,0,55,United-States,<=50K
*,Private,226891,Secondary,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,30,Unknown,<=50K
*,Private,238917,Basic,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,32,Mexico,<=50K
*,Private,124751,Secondary,Never-married,Priv-house-serv,Own-child,White,Female,0,0,20,United-States,<=50K
*,Private,150095,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
*,Local-gov,231180,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
*,Private,97077,Basic,Widowed,Sales,Unmarried,Black,Female,0,0,12,United-States,<=50K
*,Local-gov,188245,Secondary,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,<=50K
*,Private,178319,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
*,Private,25837,Basic,Never-married,Prof-specialty,Own-child,White,Male,0,0,15,United-States,<=50K
*,Private,110538,Secondary,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,<=50K
*,Private,342448,Higher,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
*,Private,201495,Higher,Divorced,Protective-serv,Not-in-family,White,Male,0,0,45,United-States,<=50K
*,Private,343721,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
*,Private,153516,Secondary,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
*,Unknown,193575,Basic,Never-married,Unknown,Unmarried,White,Male,0,0,40,United-States,<=50K
*,Private,218015,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
*,Private,133969,Higher,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2885,0,65,Japan,<=50K
*,Private,332355,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,290504,Secondary,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
*,Private,272913,Secondary,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Mexico,<=50K
*,Private,268147,Higher,Never-married,Tech-support,Unmarried,White,Female,0,0,60,United-States,<=50K
*,Private,112115,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States,>50K
*,Private,209109,Higher,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
*,Unknown,186809,Higher,Married-civ-spouse,Unknown,Husband,White,Male,0,0,30,United-States,>50K
*,State-gov,50178,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
*,Private,446559,Higher,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K
*,Private,108366,Higher,Never-married,Transport-moving,Not-in-family,White,Male,0,0,46,United-States,<=50K
*,Self-emp-not-inc,144822,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
*,Private,43945,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
*,Private,95303,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
*,Private,239755,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
*,Federal-gov,360527,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
*,Private,297154,Secondary,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2407,0,40,United-States,<=50K
*,Private,218435,Secondary,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,20,Cuba,<=50K
*,Private,38795,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
*,Private,146391,Higher,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,United-States,>50K
*,Unknown,249043,Higher,Married-civ-spouse,Unknown,Husband,White,Male,10605,0,40,United-States,>50K
*,Private,184581,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
*,Local-gov,227065,Higher,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,22,United-States,<=50K
*,Private,148003,Secondary,Married-civ-spouse,Adm-clerical,Wife,White,Female,20051,0,36,United-States,>50K
*,Private,107231,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
*,Private,37821,Higher,Never-married,Sales,Unmarried,White,Female,0,0,55,Unknown,<=50K
*,Private,102684,Secondary,Never-married,Transport-moving,Not-in-family,White,Male,0,0,32,United-States,<=50K
*,Private,228406,Secondary,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
*,State-gov,326566,Secondary,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
*,Unknown,191024,Secondary,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
*,Unknown,97969,Basic,Married-spouse-absent,Unknown,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
*,Private,144064,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
*,Local-gov,109089,Higher,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
*,Private,184207,Secondary,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,128272,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,14,United-States,<=50K
*,Private,163392,Secondary,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,26,Unknown,<=50K
*,Private,330263,Secondary,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,State-gov,231961,Higher,Divorced,Prof-specialty,Unmarried,White,Male,0,0,50,United-States,>50K
*,Private,253841,Secondary,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
*,Private,758700,Basic,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,50,Mexico,<=50K
*,Private,106961,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
*,Federal-gov,320071,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
*,Private,156926,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
*,State-gov,305739,Secondary,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
*,Private,190330,Higher,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
*,Private,214858,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,251521,Basic,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
*,State-gov,111843,Higher,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
*,Private,114770,Secondary,Divorced,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
*,State-gov,192779,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
*,Private,156501,Basic,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K
*,Private,321763,Secondary,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,<=50K
*,Private,136951,Higher,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
*,Private,155659,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
*,Private,204447,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,>50K
*,Self-emp-not-inc,37939,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
*,Private,23545,Secondary,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
*,Self-emp-not-inc,174824,Secondary,Never-married,Farming-fishing,Not-in-family,White,Male,8614,0,40,United-States,>50K
*,Self-emp-not-inc,277700,Secondary,Separated,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
*,Private,166813,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
*,Private,356555,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
*,Private,117251,Secondary,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
*,Self-emp-not-inc,95226,Higher,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
*,Private,175343,Higher,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,230329,Higher,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Canada,>50K
*,Private,60313,Secondary,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,257609,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
*,Private,154451,Basic,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,35,United-States,<=50K
*,Private,245948,Secondary,Never-married,Machine-op-inspct,Not-in-family,Black,Female,2174,0,40,United-States,<=50K
*,Private,149531,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
*,Self-emp-inc,219420,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
*,Private,186808,Higher,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K
*,Private,111218,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
*,Private,244605,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,145439,Basic,Married-civ-spouse,Other-service,Husband,Other,Male,4064,0,40,Mexico,<=50K
*,State-gov,61743,Basic,Never-married,Transport-moving,Not-in-family,White,Male,0,0,35,United-States,<=50K
*,Private,371299,Secondary,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
*,Private,420054,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
*,Self-emp-inc,36020,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
*,Unknown,64322,Basic,Separated,Unknown,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,285295,Higher,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
*,Private,166666,Secondary,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
*,Without-pay,142210,Secondary,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States,<=50K
*,Private,123703,Secondary,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,204501,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
*,Private,324947,Higher,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,47902,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,111949,Secondary,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K
*,Local-gov,182570,Higher,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
*,Private,244589,Basic,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
*,State-gov,207120,Secondary,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
*,Self-emp-not-inc,118793,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
*,State-gov,53197,Higher,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
*,Federal-gov,212448,Secondary,Widowed,Sales,Unmarried,White,Female,0,0,40,Germany,<=50K
*,Local-gov,135567,Higher,Never-married,Adm-clerical,Not-in-family,Black,Female,4101,0,60,United-States,<=50K
*,Private,279232,Basic,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
*,Private,184147,Secondary,Separated,Sales,Unmarried,Black,Female,0,0,20,United-States,<=50K
*,Self-emp-inc,208452,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K
*,Unknown,205396,Secondary,Widowed,Unknown,Not-in-family,White,Female,0,0,4,United-States,<=50K
*,Private,66473,Secondary,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
*,Federal-gov,200968,Secondary,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,45,United-States,>50K
*,Private,172415,Secondary,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
*,Private,197656,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
*,Self-emp-inc,150533,Higher,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,>50K
*,Private,354464,Secondary,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,182074,Secondary,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
*,Private,442274,Secondary,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
*,Private,284078,Secondary,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
*,Private,146409,Secondary,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
*,Private,248619,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,122971,Secondary,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
*,Private,118941,*,Never-married,Other-service,Not-in-family,White,*,0,0,40,*,<=50K
*,Private,208470,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
*,Self-emp-inc,187053,Higher,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
*,Private,70868,Basic,Never-married,Craft-repair,Own-child,White,Male,0,0,16,United-States,<=50K
*,Unknown,113913,Secondary,Married-civ-spouse,Unknown,Wife,White,Female,0,0,60,United-States,<=50K
*,Self-emp-not-inc,93793,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
*,Private,127772,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
*,Private,193374,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
*,Private,267717,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,45,United-States,>50K
*,Private,191893,Secondary,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
*,Self-emp-not-inc,236769,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
*,Private,139290,Secondary,Divorced,Other-service,Not-in-family,White,Male,0,0,38,United-States,<=50K
*,Private,292504,Secondary,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
*,Local-gov,93476,Higher,Separated,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,<=50K
*,Private,512771,Basic,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
*,Unknown,162667,Secondary,Never-married,Unknown,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
*,Private,64980,Secondary,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,55,United-States,>50K
*,Private,240988,*,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,*,0,0,40,*,<=50K
*,Private,70568,*,Never-married,Other-service,Other-relative,White,*,0,0,25,*,<=50K
*,State-gov,268700,Secondary,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
