age,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
20-30,Private,200153,*,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
10-20,Unknown,171461,*,Never-married,Unknown,Own-child,White,Female,0,0,20,United-States,<=50K
20-30,Private,342989,*,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
40-50,Private,203554,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
20-30,Private,195105,*,Never-married,Sales,Not-in-family,Other,Male,0,0,40,United-States,<=50K
30-40,Local-gov,49325,*,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Private,261725,*,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
50-60,Local-gov,172175,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
70-80,Private,220019,*,Widowed,Other-service,Unmarried,White,Female,0,0,9,United-States,<=50K
30-40,Private,208068,*,Divorced,Other-service,Not-in-family,Other,Male,0,0,72,Mexico,<=50K
*,Private,186144,*,Never-married,Machine-op-inspct,Not-in-family,Other,*,0,0,40,*,<=50K
40-50,Private,94113,*,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
40-50,Private,442045,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20-30,Private,611029,*,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Private,242984,*,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
40-50,Private,178341,*,Married-civ-spouse,Sales,Husband,White,Male,4064,0,60,United-States,<=50K
40-50,Unknown,109921,*,Separated,Unknown,Unmarried,Black,Female,0,0,32,United-States,<=50K
30-40,Private,93930,*,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
20-30,Private,231357,*,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20-30,Private,206861,*,Never-married,Sales,Own-child,White,Male,0,0,20,Unknown,<=50K
50-60,Private,215839,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Unknown,<=50K
50-60,Self-emp-not-inc,32372,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
20-30,Private,196508,*,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40,United-States,<=50K
*,Private,227886,*,Never-married,Exec-managerial,Own-child,Black,*,0,0,35,*,<=50K
50-60,Self-emp-inc,108435,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
40-50,Private,343579,*,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,12,Mexico,<=50K
50-60,Unknown,346014,*,Separated,Unknown,Own-child,White,Female,0,0,20,United-States,<=50K
50-60,Private,193130,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
40-50,Private,34377,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20-30,Self-emp-not-inc,204984,*,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
20-30,Unknown,216563,*,Never-married,Unknown,Other-relative,White,Male,0,0,40,United-States,<=50K
30-40,Private,102945,*,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
60-70,Private,36209,*,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,22,United-States,>50K
20-30,State-gov,295912,*,Never-married,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,<=50K
60-70,Unknown,107575,*,Divorced,Unknown,Not-in-family,White,Female,2964,0,35,United-States,<=50K
40-50,Federal-gov,206553,*,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
50-60,Private,203173,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
*,Private,110622,*,Never-married,Sales,Own-child,Asian-Pac-Islander,*,0,0,20,*,<=50K
30-40,Private,146398,*,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
20-30,Self-emp-not-inc,113948,*,Married-civ-spouse,Other-service,Wife,White,Female,0,0,45,United-States,<=50K
50-60,Private,314592,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
60-70,Private,214288,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Private,136629,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Iran,<=50K
40-50,Private,173607,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Private,193366,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Private,182812,*,Never-married,Other-service,Own-child,White,Female,0,0,40,Dominican-Republic,<=50K
70-80,Self-emp-not-inc,124449,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2246,8,United-States,>50K
40-50,Private,118419,*,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,38,United-States,<=50K
20-30,State-gov,39236,*,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,<=50K
20-30,State-gov,506329,*,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,Unknown,<=50K
70-80,Unknown,117017,*,Married-civ-spouse,Unknown,Husband,White,Male,0,0,8,United-States,<=50K
10-20,Private,118792,*,Never-married,Sales,Own-child,White,Female,0,0,9,United-States,<=50K
60-70,State-gov,198815,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,Mexico,<=50K
50-60,Private,184424,*,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,38,United-States,>50K
30-40,Private,104509,*,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
40-50,Private,137225,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
40-50,Self-emp-inc,109705,*,Divorced,Exec-managerial,Unmarried,White,Female,0,0,32,United-States,<=50K
60-70,Private,160037,*,Divorced,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
30-40,Federal-gov,164552,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,40,United-States,<=50K
40-50,Private,27802,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Private,209230,*,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,<=50K
40-50,State-gov,210094,*,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
30-40,Federal-gov,122220,*,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,>50K
50-60,Private,327589,*,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
*,Private,419721,*,Never-married,Other-service,Unmarried,Black,*,0,0,40,*,<=50K
40-50,Self-emp-not-inc,201742,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,>50K
50-60,Private,124137,*,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,<=50K
60-70,Unknown,249043,*,Married-civ-spouse,Unknown,Husband,White,Male,10605,0,40,United-States,>50K
30-40,Private,55717,*,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
50-60,Local-gov,140359,*,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,<=50K
40-50,Private,232145,*,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
30-40,Private,246439,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298,0,50,United-States,>50K
20-30,Private,108658,*,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
30-40,Private,242080,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
40-50,Private,41090,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,60,United-States,<=50K
50-60,Self-emp-not-inc,24790,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,99,United-States,>50K
40-50,Private,115585,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Local-gov,180957,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
40-50,Self-emp-inc,149865,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K
40-50,Private,232586,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50-60,Private,306108,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
30-40,Private,241360,*,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
20-30,Local-gov,117833,*,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,35,United-States,<=50K
40-50,Federal-gov,55377,*,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,>50K
40-50,Self-emp-inc,225165,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Private,136985,*,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,<=50K
30-40,Private,76878,*,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,>50K
30-40,Local-gov,118500,*,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
30-40,Local-gov,137537,*,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
20-30,Unknown,133359,*,Married-spouse-absent,Unknown,Not-in-family,White,Male,0,0,50,Unknown,<=50K
30-40,Private,98986,*,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
20-30,Unknown,169104,*,Never-married,Unknown,Own-child,Asian-Pac-Islander,Male,0,0,16,Philippines,<=50K
50-60,Self-emp-not-inc,56392,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1579,60,United-States,<=50K
30-40,Private,162256,*,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
40-50,Private,291192,*,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
50-60,Private,106498,*,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,35,United-States,<=50K
20-30,Private,257405,*,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,40,Mexico,<=50K
60-70,Private,64544,*,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K
30-40,Private,154120,*,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
40-50,Private,346964,*,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
40-50,Private,239833,*,Married-spouse-absent,Transport-moving,Unmarried,Black,Male,0,0,50,United-States,<=50K
60-70,Unknown,149422,*,Never-married,Unknown,Not-in-family,White,Male,0,0,4,United-States,<=50K
40-50,Private,119281,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
40-50,State-gov,39586,*,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
40-50,Private,144067,*,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,12,Unknown,<=50K
30-40,Private,220696,*,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
20-30,Private,278720,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
30-40,State-gov,77146,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
50-60,Federal-gov,202452,*,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
30-40,Self-emp-not-inc,48702,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
50-60,Self-emp-not-inc,124963,*,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,>50K
20-30,Private,103064,*,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
50-60,Private,238438,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,<=50K
30-40,Private,280966,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Self-emp-inc,187563,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
40-50,Private,207578,*,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,India,>50K
50-60,Private,124852,*,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
40-50,Private,222142,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Unknown,222548,*,Married-civ-spouse,Unknown,Wife,White,Female,0,0,4,United-States,<=50K
30-40,Local-gov,189911,*,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
10-20,Unknown,215743,*,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
50-60,Self-emp-not-inc,276456,*,Married-civ-spouse,Sales,Husband,White,Male,3103,0,30,United-States,>50K
40-50,State-gov,270721,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
10-20,Private,133449,*,Never-married,Other-service,Own-child,Black,Male,0,0,26,United-States,<=50K
30-40,Self-emp-not-inc,282461,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K
20-30,Private,53642,*,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Private,154076,*,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
60-70,Unknown,203821,*,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
60-70,Unknown,169917,*,Widowed,Unknown,Not-in-family,White,Female,0,0,4,United-States,<=50K
40-50,Local-gov,304246,*,Separated,Prof-specialty,Unmarried,White,Female,0,0,70,United-States,<=50K
70-80,Self-emp-inc,207938,*,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,5,United-States,<=50K
30-40,Private,52963,*,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
50-60,Local-gov,196307,*,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
60-70,Private,143312,*,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
20-30,Private,192384,*,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
40-50,Private,264526,*,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
*,Private,297335,*,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,*,0,0,31,*,<=50K
40-50,Self-emp-inc,178510,*,Never-married,Sales,Not-in-family,White,Male,0,2258,60,United-States,<=50K
10-20,Unknown,256173,*,Never-married,Unknown,Own-child,White,Female,0,0,15,United-States,<=50K
*,Private,113464,*,Never-married,Other-service,Own-child,Other,*,0,0,35,*,<=50K
20-30,Private,454941,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Private,193995,*,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
40-50,Self-emp-not-inc,193459,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
20-30,Private,192936,*,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
40-50,Federal-gov,211763,*,Separated,Prof-specialty,Unmarried,Black,Female,0,0,24,United-States,>50K
40-50,Private,261929,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
40-50,Private,187702,*,Never-married,Other-service,Not-in-family,White,Male,2174,0,45,United-States,<=50K
20-30,Private,249315,*,Never-married,Sales,Not-in-family,White,Male,0,0,44,United-States,<=50K
50-60,Private,199713,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Unknown,32533,*,Never-married,Unknown,Not-in-family,White,Male,0,0,45,United-States,<=50K
70-80,Private,77253,*,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,17,United-States,<=50K
20-30,Private,203894,*,Never-married,Transport-moving,Not-in-family,White,Female,0,0,24,United-States,<=50K
30-40,Private,119033,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Private,132601,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
60-70,Private,191188,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Private,187981,*,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
40-50,Unknown,184018,*,Divorced,Unknown,Unmarried,White,Male,0,0,40,United-States,<=50K
10-20,Private,67759,*,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,43,United-States,<=50K
10-20,Unknown,124651,*,Never-married,Unknown,Own-child,Black,Male,0,0,25,United-States,<=50K
20-30,Private,178564,*,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
30-40,Local-gov,115076,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
*,Private,147638,*,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,*,0,0,40,*,<=50K
50-60,Local-gov,420537,*,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States,>50K
40-50,Private,206948,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
30-40,Self-emp-not-inc,33404,*,Divorced,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,>50K
30-40,Federal-gov,93225,*,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K
30-40,Self-emp-not-inc,283122,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,60,United-States,>50K
20-30,Self-emp-inc,120126,*,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
30-40,Private,114765,*,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
10-20,Private,60367,*,Never-married,Other-service,Own-child,White,Female,0,0,13,United-States,<=50K
30-40,Local-gov,578377,*,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
*,Private,310773,*,Separated,Sales,Unmarried,White,*,0,0,40,*,<=50K
90-100,Unknown,256514,*,Widowed,Unknown,Other-relative,White,Female,991,0,10,United-States,<=50K
20-30,Private,166527,*,Never-married,Adm-clerical,Own-child,Other,Female,0,0,20,United-States,<=50K
40-50,Private,272343,*,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
40-50,Self-emp-not-inc,127921,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Private,218887,*,Never-married,Farming-fishing,Unmarried,White,Female,0,0,35,United-States,<=50K
40-50,State-gov,120429,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
40-50,Private,164423,*,Divorced,Exec-managerial,Unmarried,White,Female,0,0,43,United-States,<=50K
10-20,Private,279968,*,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
30-40,Private,110554,*,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386,0,40,United-States,>50K
30-40,Self-emp-inc,286261,*,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
40-50,Federal-gov,406463,*,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
30-40,Private,192039,*,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
50-60,Self-emp-not-inc,156802,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,60,United-States,>50K
30-40,Private,99146,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,>50K
30-40,Federal-gov,227597,*,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,50,United-States,<=50K
30-40,Private,302473,*,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
20-30,Private,407672,*,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
20-30,Unknown,290267,*,Never-married,Unknown,Not-in-family,White,Male,0,0,18,United-States,<=50K
40-50,Private,304570,*,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,China,>50K
10-20,Private,280071,*,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,50,United-States,<=50K
30-40,Private,207937,*,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
20-30,Private,485496,*,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
40-50,Private,58124,*,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Private,106347,*,Separated,Other-service,Not-in-family,Black,Female,0,0,42,United-States,<=50K
30-40,Private,283268,*,Never-married,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K
20-30,Private,221955,*,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
60-70,Private,275034,*,Married-civ-spouse,Sales,Husband,White,Male,0,1740,35,United-States,<=50K
20-30,Private,113870,*,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Unknown,<=50K
20-30,Private,232991,*,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K
40-50,Self-emp-not-inc,212847,*,Never-married,Farming-fishing,Own-child,White,Male,0,0,85,United-States,<=50K
10-20,Private,123856,*,Never-married,Sales,Own-child,White,Female,0,0,49,United-States,<=50K
20-30,Federal-gov,119848,*,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
50-60,Unknown,410114,*,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Self-emp-not-inc,108506,*,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,75,United-States,<=50K
20-30,Local-gov,144165,*,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
30-40,Local-gov,103886,*,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
50-60,State-gov,172022,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
20-30,Private,184665,*,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
50-60,Private,104272,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
60-70,Private,86972,*,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
30-40,Private,24292,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
40-50,Private,428405,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
20-30,Private,185554,*,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
30-40,Private,182246,*,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
60-70,Unknown,321403,*,Separated,Unknown,Not-in-family,Black,Male,0,0,40,United-States,<=50K
10-20,Private,224849,*,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
40-50,Private,277488,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,>50K
20-30,Local-gov,220754,*,Separated,Transport-moving,Own-child,White,Female,0,0,25,United-States,<=50K
50-60,Local-gov,349431,*,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K
30-40,Private,103649,*,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
50-60,Private,176079,*,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
50-60,Private,393768,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Private,195891,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
30-40,Private,155343,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50,United-States,>50K
30-40,Self-emp-inc,78530,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
20-30,Private,338013,*,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
60-70,Private,209844,*,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
30-40,Private,31368,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
60-70,Self-emp-not-inc,179444,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,United-States,<=50K
50-60,Private,143030,*,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
40-50,Private,50880,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,<=50K
10-20,Private,291429,*,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
40-50,Private,271753,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Self-emp-inc,340110,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
30-40,Private,77266,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
20-30,Private,121023,*,Never-married,Other-service,Own-child,White,Female,0,0,9,United-States,<=50K
50-60,Local-gov,212600,*,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
30-40,Private,140673,*,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
40-50,Self-emp-inc,483596,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,2885,0,32,United-States,<=50K
40-50,Private,321824,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,8,United-States,<=50K
40-50,Federal-gov,99549,*,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
30-40,Private,269323,*,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
20-30,Private,117789,*,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
60-70,Unknown,310396,*,Married-civ-spouse,Unknown,Husband,White,Male,5178,0,40,United-States,>50K
30-40,Private,194591,*,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Private,103642,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40-50,State-gov,36177,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
30-40,Private,172538,*,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
*,Private,298834,*,Married-civ-spouse,Protective-serv,Husband,White,*,0,0,40,*,<=50K
50-60,Self-emp-inc,167793,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,>50K
20-30,Unknown,305466,*,Never-married,Unknown,Own-child,White,Male,0,0,70,United-States,<=50K
*,Private,159442,*,Never-married,Other-service,Not-in-family,White,*,0,0,40,*,<=50K
50-60,Private,177669,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
60-70,Private,181232,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,<=50K
20-30,Private,50058,*,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
20-30,Private,56582,*,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
50-60,Private,194501,*,Widowed,Other-service,Own-child,White,Female,0,0,47,United-States,<=50K
30-40,Private,183000,*,Never-married,Tech-support,Not-in-family,White,Male,0,0,55,United-States,<=50K
40-50,Self-emp-not-inc,162924,*,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,60,Japan,<=50K
