age,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
70-80,Local-gov,259612,Secondary,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,15,North-America,<=50K
40-50,Self-emp-not-inc,243631,Higher,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
40-50,Federal-gov,155659,Secondary,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,North-America,>50K
50-60,State-gov,163047,Secondary,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,North-America,<=50K
30-40,Local-gov,202729,Secondary,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,125550,Secondary,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,North-America,>50K
50-60,Private,146391,Higher,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,North-America,>50K
30-40,Federal-gov,436341,Secondary,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,40,North-America,>50K
30-40,Private,251396,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,North-America,>50K
*,Private,81132,*,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,*,7298,0,40,*,>50K
30-40,Private,198069,Secondary,Never-married,Other-service,Own-child,White,Male,0,0,24,North-America,<=50K
40-50,Private,56482,Secondary,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,North-America,<=50K
50-60,Private,131608,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North-America,>50K
30-40,Private,38948,Secondary,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,North-America,>50K
20-30,Private,152246,Secondary,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
*,Unknown,211968,*,Never-married,Unknown,Own-child,White,*,0,0,40,*,<=50K
40-50,Federal-gov,197069,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Asia,>50K
50-60,Private,139176,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,North-America,<=50K
60-70,Private,171584,Higher,Married-civ-spouse,Protective-serv,Husband,White,Male,6514,0,7,North-America,>50K
20-30,Private,190227,Secondary,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,North-America,<=50K
40-50,Private,179313,Basic,Divorced,Sales,Unmarried,White,Female,0,0,30,North-America,<=50K
20-30,Federal-gov,99199,Secondary,Never-married,Adm-clerical,Own-child,White,Male,0,0,36,North-America,<=50K
20-30,Private,32616,Secondary,Never-married,Other-service,Not-in-family,White,Female,0,0,30,North-America,<=50K
20-30,Private,209483,Secondary,Never-married,Sales,Own-child,White,Female,0,0,47,North-America,<=50K
20-30,Unknown,334593,Secondary,Never-married,Unknown,Not-in-family,White,Male,0,0,40,North-America,<=50K
20-30,Private,118712,Secondary,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,North-America,<=50K
30-40,Private,157289,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Local-gov,96102,Secondary,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,North-America,>50K
50-60,Unknown,200235,Secondary,Married-civ-spouse,Unknown,Husband,White,Male,0,0,50,North-America,>50K
40-50,Private,110556,Secondary,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,North-America,<=50K
10-20,Private,294485,Basic,Never-married,Other-service,Own-child,White,Male,0,0,30,North-America,<=50K
60-70,Private,195453,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North-America,>50K
30-40,Private,110331,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,60,North-America,<=50K
50-60,Private,174864,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,45,North-America,>50K
40-50,Private,145290,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,172063,Secondary,Never-married,Sales,Own-child,White,Female,0,0,24,North-America,<=50K
30-40,Private,79050,Secondary,Never-married,Transport-moving,Unmarried,Black,Male,0,0,72,North-America,<=50K
40-50,Private,161676,Basic,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,North-America,<=50K
50-60,Local-gov,175339,Higher,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,North-America,>50K
30-40,Private,165799,Higher,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,North-America,>50K
20-30,Private,135296,Higher,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,North-America,<=50K
*,Private,117595,*,Never-married,Other-service,Own-child,White,*,0,0,24,*,<=50K
30-40,Private,115066,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,North-America,>50K
30-40,Private,320305,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,North-America,<=50K
20-30,Private,383322,Higher,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North-America,>50K
50-60,Private,104421,Secondary,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
30-40,Private,121966,Secondary,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
70-80,Private,200418,Basic,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Local-gov,269527,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,North-America,>50K
40-50,State-gov,59460,Secondary,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,North-America,<=50K
40-50,Self-emp-not-inc,134671,Secondary,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,North-America,<=50K
50-60,Private,299080,Secondary,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,North-America,<=50K
*,Private,88991,*,Married-civ-spouse,Exec-managerial,Wife,White,*,0,0,40,*,>50K
20-30,Private,256755,Higher,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,40,North-America,<=50K
50-60,Private,225317,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,189203,Higher,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,North-America,<=50K
20-30,Private,122272,Higher,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,North-America,<=50K
40-50,Private,141944,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,North-America,>50K
50-60,Self-emp-inc,229465,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,North-America,>50K
20-30,Local-gov,50065,Higher,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,North-America,<=50K
50-60,Local-gov,196307,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,North-America,>50K
30-40,Self-emp-not-inc,52647,Basic,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,North-America,<=50K
20-30,Private,180299,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,North-America,<=50K
50-60,Private,131916,Secondary,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Europe,>50K
40-50,Private,192712,Secondary,Separated,Other-service,Unmarried,White,Female,0,0,25,North-America,<=50K
60-70,Private,28367,Higher,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,99,North-America,<=50K
50-60,State-gov,143822,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,North-America,>50K
30-40,Federal-gov,303817,Secondary,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,North-America,<=50K
30-40,Private,30916,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,348152,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,131679,Higher,Divorced,Sales,Not-in-family,White,Female,0,0,40,North-America,<=50K
40-50,Private,99835,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,North-America,>50K
40-50,Private,121055,Secondary,Never-married,Sales,Not-in-family,White,Male,0,0,45,North-America,<=50K
20-30,Private,199452,Secondary,Never-married,Other-service,Own-child,White,Female,0,0,40,North-America,<=50K
50-60,Unknown,409842,Higher,Married-civ-spouse,Unknown,Husband,White,Male,0,0,20,North-America,<=50K
20-30,Private,239043,Basic,Never-married,Other-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
30-40,Private,271933,Higher,Never-married,Exec-managerial,Unmarried,White,Female,0,0,50,North-America,<=50K
70-80,Private,147551,Secondary,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,North-America,>50K
20-30,Private,211798,Secondary,Never-married,Craft-repair,Own-child,White,Male,0,0,40,North-America,<=50K
40-50,Private,30289,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Private,125120,Higher,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,North-America,<=50K
*,Unknown,369527,*,Never-married,Unknown,Own-child,White,*,0,0,40,*,<=50K
50-60,Private,283602,Higher,Divorced,Sales,Not-in-family,White,Female,13550,0,43,North-America,>50K
20-30,Private,278391,Secondary,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,North-America,<=50K
20-30,Private,133696,Secondary,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,88,North-America,<=50K
20-30,Private,182771,Secondary,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,North-America,<=50K
30-40,Unknown,119006,Secondary,Widowed,Unknown,Own-child,White,Female,0,0,38,North-America,<=50K
30-40,Private,259425,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,>50K
60-70,Self-emp-not-inc,168223,Higher,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,North-America,<=50K
30-40,Private,509364,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
50-60,Private,53481,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,North-America,<=50K
20-30,Private,35917,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North-America,<=50K
10-20,Private,177629,Basic,Never-married,Sales,Own-child,White,Female,0,0,20,North-America,<=50K
50-60,Self-emp-inc,104849,Higher,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
30-40,State-gov,354591,Secondary,Never-married,Other-service,Unmarried,Black,Female,114,0,38,North-America,<=50K
40-50,Self-emp-inc,103713,Higher,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North-America,>50K
20-30,Private,103064,Higher,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,North-America,<=50K
20-30,Private,306830,Higher,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,186130,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,North-America,>50K
30-40,Private,196164,Secondary,Never-married,Other-service,Not-in-family,White,Female,0,0,35,North-America,<=50K
40-50,Private,168216,Basic,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,North-America,<=50K
30-40,Private,80479,Higher,Divorced,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
40-50,Self-emp-not-inc,274800,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,North-America,<=50K
40-50,Private,166056,Secondary,Divorced,Other-service,Unmarried,White,Female,0,0,40,North-America,<=50K
50-60,Private,137815,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,North-America,>50K
50-60,Private,163826,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North-America,>50K
60-70,Private,30813,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North-America,>50K
20-30,Private,121040,Higher,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,North-America,<=50K
40-50,Private,178134,Higher,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,North-America,>50K
40-50,Private,131002,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North-America,>50K
40-50,Self-emp-inc,197038,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North-America,>50K
30-40,Private,31481,Higher,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,24,North-America,<=50K
50-60,Private,202044,Higher,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,North-America,<=50K
20-30,Private,124242,Higher,Never-married,Other-service,Own-child,White,Female,0,0,40,North-America,<=50K
20-30,Self-emp-not-inc,304602,Higher,Never-married,Farming-fishing,Own-child,White,Male,0,0,98,North-America,<=50K
20-30,Private,229287,Higher,Never-married,Exec-managerial,Other-relative,White,Female,0,0,25,North-America,<=50K
30-40,Unknown,227160,Secondary,Divorced,Unknown,Not-in-family,White,Male,0,0,40,North-America,<=50K
20-30,Private,224506,Secondary,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,Unknown,<=50K
30-40,Local-gov,33975,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,North-America,>50K
40-50,Private,193537,Secondary,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,North-America,<=50K
20-30,Private,258550,Higher,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,North-America,<=50K
20-30,Private,377121,Secondary,Never-married,Other-service,Unmarried,White,Female,0,0,25,North-America,<=50K
10-20,Private,414721,Basic,Never-married,Other-service,Own-child,Black,Male,0,1602,23,North-America,<=50K
20-30,Federal-gov,53147,Higher,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,North-America,<=50K
40-50,Private,168730,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,North-America,>50K
30-40,Private,161141,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Europe,>50K
60-70,Private,114994,Secondary,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,North-America,<=50K
30-40,Self-emp-not-inc,56026,Higher,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,45,North-America,<=50K
60-70,Unknown,166425,Secondary,Widowed,Unknown,Not-in-family,Black,Female,0,0,24,North-America,<=50K
10-20,Private,183066,Basic,Never-married,Other-service,Own-child,White,Female,0,0,40,North-America,<=50K
20-30,Private,140001,Secondary,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,North-America,<=50K
30-40,Private,119422,Higher,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1672,50,North-America,<=50K
10-20,Private,230789,Basic,Never-married,Sales,Own-child,Black,Male,0,0,22,North-America,<=50K
50-60,Private,244554,Basic,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,North-America,<=50K
30-40,Private,183000,Higher,Never-married,Tech-support,Not-in-family,White,Male,0,0,55,North-America,<=50K
20-30,Private,112847,Secondary,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,North-America,<=50K
40-50,Private,154405,Secondary,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,North-America,<=50K
30-40,Private,40067,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
50-60,Unknown,165637,Higher,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,116934,Secondary,Separated,Sales,Unmarried,White,Female,0,0,45,North-America,<=50K
20-30,Private,314894,Secondary,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,North-America,<=50K
20-30,Private,309463,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,129102,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North-America,<=50K
40-50,State-gov,78529,Higher,Separated,Prof-specialty,Not-in-family,White,Male,0,0,60,North-America,<=50K
30-40,Self-emp-not-inc,199753,Secondary,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,North-America,<=50K
40-50,Private,58880,Higher,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,10,North-America,>50K
30-40,Private,176101,Secondary,Never-married,Craft-repair,Own-child,White,Male,2174,0,60,North-America,<=50K
30-40,Private,182323,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Private,246396,Secondary,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,North-America,<=50K
50-60,Private,107123,Basic,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,North-America,<=50K
30-40,Private,126838,Secondary,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,North-America,<=50K
50-60,Self-emp-not-inc,141409,Basic,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,North-America,>50K
40-50,Private,211860,Secondary,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,North-America,<=50K
40-50,Private,145504,Secondary,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,North-America,<=50K
50-60,Private,234373,Higher,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,North-America,<=50K
50-60,Self-emp-inc,101017,Secondary,Divorced,Exec-managerial,Unmarried,White,Male,0,0,38,North-America,<=50K
30-40,Private,172304,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,North-America,<=50K
30-40,Self-emp-not-inc,36989,Secondary,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Private,150533,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,52,North-America,>50K
50-60,Private,187487,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,North-America,>50K
20-30,Private,482732,Secondary,Never-married,Adm-clerical,Other-relative,White,Male,0,0,24,North-America,<=50K
50-60,Private,145098,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North-America,>50K
50-60,Private,100313,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,North-America,>50K
30-40,Private,155475,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,127772,Secondary,Married-civ-spouse,Sales,Husband,White,Male,3103,0,44,North-America,>50K
20-30,Private,185127,Higher,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,North-America,<=50K
20-30,Private,229826,Secondary,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,North-America,<=50K
*,Unknown,89852,*,Married-civ-spouse,Unknown,Husband,White,*,0,0,40,*,<=50K
40-50,Self-emp-not-inc,349341,Higher,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,North-America,<=50K
40-50,Self-emp-not-inc,343609,Secondary,Separated,Other-service,Unmarried,Black,Female,0,0,50,North-America,<=50K
20-30,Private,199011,Secondary,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,North-America,<=50K
60-70,Private,150693,Secondary,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,42,North-America,<=50K
30-40,Private,175931,Secondary,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,44,North-America,<=50K
50-60,Private,337606,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1485,40,North-America,<=50K
60-70,Private,357437,Secondary,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,180262,Secondary,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,North-America,<=50K
20-30,Private,191921,Secondary,Never-married,Transport-moving,Own-child,White,Male,0,0,40,North-America,<=50K
50-60,Private,155433,Secondary,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,North-America,<=50K
40-50,Private,294671,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,38,North-America,>50K
20-30,Private,103277,Higher,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,North-America,<=50K
30-40,Self-emp-inc,77146,Higher,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,North-America,>50K
30-40,Private,146178,Secondary,Never-married,Craft-repair,Unmarried,Black,Female,0,0,40,North-America,<=50K
20-30,Private,390817,Basic,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,North-America,<=50K
30-40,Self-emp-inc,242984,Higher,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,North-America,<=50K
20-30,Private,37932,Secondary,Never-married,Other-service,Own-child,White,Male,0,0,50,North-America,<=50K
20-30,Local-gov,134181,Secondary,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,50,North-America,<=50K
30-40,Private,66686,Higher,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North-America,>50K
20-30,Private,183224,Secondary,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,35,North-America,<=50K
30-40,Private,35378,Higher,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,North-America,>50K
30-40,Private,176360,Secondary,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,North-America,<=50K
20-30,Private,350181,Secondary,Never-married,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
40-50,Local-gov,163725,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,North-America,>50K
40-50,Private,109089,Secondary,Divorced,Craft-repair,Not-in-family,White,Male,0,0,37,North-America,<=50K
40-50,Private,137126,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North-America,>50K
30-40,Private,207668,Higher,Never-married,Tech-support,Not-in-family,White,Male,0,0,60,Europe,<=50K
50-60,Private,122109,Secondary,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,North-America,<=50K
50-60,Self-emp-inc,110445,Secondary,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,North-America,<=50K
20-30,Self-emp-not-inc,107236,Basic,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,North-America,<=50K
30-40,Private,115803,Basic,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,North-America,<=50K
30-40,State-gov,239409,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,North-America,>50K
30-40,Private,179358,Secondary,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,30,North-America,<=50K
70-80,Private,193530,Basic,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,75,North-America,<=50K
10-20,Private,220562,Basic,Never-married,Sales,Other-relative,Other,Female,0,0,32,North-America,<=50K
40-50,Private,57534,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,>50K
40-50,State-gov,32186,Higher,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,North-America,<=50K
30-40,Private,276153,Higher,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,4650,0,40,North-America,<=50K
40-50,Private,113390,Higher,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1740,60,North-America,<=50K
30-40,Local-gov,252250,Higher,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,North-America,>50K
50-60,Private,155233,Higher,Never-married,Adm-clerical,Not-in-family,White,Female,14084,0,40,North-America,>50K
30-40,Private,182013,Secondary,Divorced,Tech-support,Unmarried,White,Female,0,0,40,North-America,<=50K
*,Private,135339,*,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,*,0,0,40,*,>50K
40-50,Local-gov,213668,Basic,Never-married,Other-service,Not-in-family,White,Male,0,0,40,North-America,<=50K
10-20,Private,114798,Basic,Never-married,Other-service,Own-child,White,Female,0,0,20,North-America,<=50K
60-70,Local-gov,103315,Higher,Never-married,Exec-managerial,Other-relative,White,Female,15831,0,72,North-America,>50K
30-40,State-gov,119421,Secondary,Separated,Adm-clerical,Unmarried,White,Female,0,625,35,North-America,<=50K
40-50,Private,198901,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,North-America,<=50K
10-20,Unknown,262196,Basic,Never-married,Unknown,Own-child,White,Male,0,0,8,North-America,<=50K
50-60,Private,302847,Basic,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North-America,<=50K
50-60,Private,198546,Higher,Widowed,Adm-clerical,Unmarried,White,Female,0,0,38,North-America,<=50K
40-50,Private,121602,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Private,201723,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,North-America,>50K
30-40,Private,285295,Higher,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,Asia,<=50K
20-30,Unknown,117618,Secondary,Never-married,Unknown,Own-child,White,Male,0,0,40,North-America,<=50K
60-70,Unknown,198559,Secondary,Married-civ-spouse,Unknown,Husband,White,Male,0,0,16,North-America,<=50K
40-50,Self-emp-not-inc,43479,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,170786,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North-America,<=50K
60-70,Private,75913,Basic,Widowed,Sales,Not-in-family,White,Female,0,0,30,North-America,<=50K
40-50,State-gov,327786,Higher,Divorced,Tech-support,Not-in-family,White,Female,3325,0,42,North-America,<=50K
40-50,Private,315423,Basic,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North-America,<=50K
50-60,Private,338620,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,North-America,>50K
20-30,Private,161708,Secondary,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,North-America,>50K
30-40,Self-emp-inc,54953,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,North-America,<=50K
30-40,Private,172232,Secondary,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,North-America,<=50K
20-30,Federal-gov,116394,Higher,Married-AF-spouse,Prof-specialty,Husband,White,Male,0,0,50,North-America,>50K
20-30,Private,137367,Secondary,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,44,Asia,<=50K
20-30,Private,41721,Secondary,Never-married,Other-service,Own-child,White,Male,0,0,60,North-America,<=50K
40-50,Self-emp-not-inc,248406,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,123253,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,North-America,<=50K
30-40,Unknown,86551,Basic,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,143032,Higher,Never-married,Prof-specialty,Own-child,White,Female,0,0,36,North-America,<=50K
60-70,Private,213095,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North-America,>50K
30-40,Private,193598,Basic,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,North-America,<=50K
*,State-gov,149528,*,Never-married,Farming-fishing,Own-child,White,*,0,0,12,*,<=50K
50-60,Private,371064,Secondary,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,North-America,<=50K
40-50,Private,345789,Higher,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,North-America,>50K
30-40,Self-emp-not-inc,52870,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,>50K
*,Private,198385,*,Widowed,Other-service,Unmarried,White,*,0,0,20,*,<=50K
10-20,Local-gov,340043,Basic,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,North-America,<=50K
50-60,Self-emp-not-inc,140957,Higher,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,North-America,>50K
50-60,Private,200316,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,>50K
40-50,Self-emp-not-inc,105614,Secondary,Divorced,Sales,Not-in-family,White,Male,0,0,50,North-America,>50K
